Fiche client,Non,Prénom,E-mail,Âge,Sex,CIN,Activité,NumCompte,Décision,Décideur,Date decision,Date ouverture,Date de crédit,Montant de crédit,Code client,Nom de chargé clientèle,Solde Débit,Nature de compte,Mouvement,Référence dossier recouvrement,Cours de crédit,Anc,Anc debit (date)
1556,Gonzalez,Jessica,imcintyre@example.com,37,M,734064968700,Agriculture,48892,Arrangement C.,CR,2022-07-13,2023-07-16,2023-05-11,66009,CUST1556,Jesus Johnson,3862,Société,Retrait,REF1556,4.52,9,2023-01-02
1557,White,Michelle,omartinez@example.org,42,F,19838360470,Travaux Publics,41832,CTX,CR,2022-11-28,2022-12-20,2022-12-06,227501,CUST1557,Nancy Lopez,3921,Société,Retrait,REF1557,4.97,7,2023-07-10
1558,Brown,Joseph,fmiller@example.com,24,M,576264175307,Autre activité,66160,Arrangement C.,CCT,2021-01-29,2023-03-09,2022-10-20,580246,CUST1558,Andrew Wells,4688,Société,Virement,REF1558,3.15,3,2023-01-18
1559,Medina,Jeremy,catherinemunoz@example.net,25,F,630979864748,Autre activité,32593,Arrangement C.,CR,2019-08-18,2023-10-02,2022-12-19,492254,CUST1559,Maria Lewis,1759,Société,Virement,REF1559,2.66,10,2022-06-24
1560,Collins,Angela,briannaruiz@example.org,66,M,602566408185,Santé,69601,Arrangement C.,CCT,2022-01-09,2022-12-06,2023-02-21,821450,CUST1560,Mark Simmons,4488,Société,Retrait,REF1560,3.74,1,2022-03-25
1561,Whitehead,Vincent,aliciapacheco@example.net,69,M,7386702832,Agriculture,61738,CTX,CCT,2023-07-19,2023-08-03,2022-11-13,369990,CUST1561,Ralph Butler,3067,Société,Virement,REF1561,4.89,7,2022-02-09
1562,Jordan,Derrick,qgarcia@example.net,50,M,146100116146,Commerce et Dist.,56289,Arrangement C.,CCT,2018-12-17,2023-02-18,2023-06-25,573812,CUST1562,Marco Steele,3595,Société,Retrait,REF1562,4.61,7,2021-12-21
1563,White,Dylan,padams@example.org,44,M,446887432420,Travaux Publics,48313,Arrangement C.,CR,2018-12-31,2023-02-03,2023-08-12,859969,CUST1563,Nathan Henry,1329,Personnel,Versement,REF1563,4.24,8,2022-09-29
1564,Huffman,Jill,carpenterbonnie@example.net,51,M,717862114442,Agriculture,27505,CTX,CR,2020-08-06,2023-05-29,2023-08-27,745837,CUST1564,Debra Castillo,1161,Personnel,Retrait,REF1564,2.38,4,2022-08-29
1565,Gonzalez,Juan,opowell@example.net,47,M,465824674001,Autre activité,66657,Arrangement C.,CR,2021-12-13,2023-06-29,2023-06-15,205479,CUST1565,Karen Ortega,3302,Société,Retrait,REF1565,4.34,8,2022-01-18
1566,Green,Donald,ojohnston@example.org,36,F,165215943001,Commerce et Dist.,97144,Arrangement C.,CCT,2021-02-12,2023-04-12,2022-10-10,278729,CUST1566,Heather Mitchell,1141,Personnel,Versement,REF1566,3.64,8,2023-01-15
1567,Lee,Dustin,mariohamilton@example.com,39,F,124203043189,Transport,8935,Arrangement C.,CR,2019-10-17,2023-09-22,2023-01-16,540828,CUST1567,Michael Payne,1661,Personnel,Retrait,REF1567,1.71,8,2022-04-17
1568,Frey,Deborah,vduncan@example.org,45,M,34745515153,Commerce et Dist.,25353,CTX,CCT,2022-02-03,2023-07-01,2023-01-06,274754,CUST1568,Amber Larson,4513,Société,Retrait,REF1568,3.11,9,2023-06-09
1569,Bryant,Anna,ijohnston@example.net,58,F,161654277090,Santé,44959,CTX,CCT,2020-08-25,2023-08-24,2023-01-30,752337,CUST1569,Terry Matthews,1543,TRE,Virement,REF1569,2.54,3,2022-04-05
1570,Allen,Travis,smithnancy@example.com,55,M,308785291442,Commerce et Dist.,87797,CTX,CCT,2020-10-27,2022-12-10,2023-09-25,809028,CUST1570,Cole Holt,339,Personnel,Retrait,REF1570,1.98,7,2021-12-28
1571,Snyder,Terri,xpoole@example.com,68,M,871661987330,Travaux Publics,78253,CTX,CR,2022-06-18,2023-07-26,2022-12-29,506723,CUST1571,Karen Mejia,1997,Société,Retrait,REF1571,1.62,4,2023-09-04
1572,Dyer,Karen,kathryn64@example.net,27,F,481061120935,Agriculture,32175,CTX,CCT,2023-04-07,2023-03-30,2022-11-15,606843,CUST1572,Miranda Lopez,4621,Personnel,Versement,REF1572,3.2,1,2022-10-02
1573,Maynard,Michael,hughescharles@example.org,54,F,4221384380,Agriculture,46594,CTX,CR,2018-11-18,2023-01-31,2023-03-30,980221,CUST1573,Nathan Anderson,2821,Personnel,Virement,REF1573,3.35,2,2022-06-09
1574,Ross,Denise,porterbrian@example.org,51,M,41657453360,Travaux Publics,7428,Arrangement C.,CCT,2022-06-22,2022-12-12,2022-11-15,226947,CUST1574,Kaitlyn Conley,4126,TRE,Retrait,REF1574,4.8,9,2023-01-09
1575,Combs,Rachael,scottbrooke@example.com,64,M,171625302997,Tourisme,56772,CTX,CCT,2018-11-29,2022-10-18,2023-09-26,365767,CUST1575,Joshua Kerr,305,TRE,Virement,REF1575,4.28,9,2023-09-29
1576,Miller,Jose,ntaylor@example.net,41,F,409879948411,Tourisme,84557,Arrangement C.,CCT,2021-12-15,2023-09-14,2023-03-09,588013,CUST1576,Michael Herrera,1421,Personnel,Virement,REF1576,1.98,6,2022-12-14
1577,Keller,Steven,scottleslie@example.com,56,M,170108804300,Transport,32006,Arrangement C.,CCT,2019-04-08,2023-04-13,2023-10-07,379880,CUST1577,Nathan Underwood,987,Personnel,Virement,REF1577,2.63,4,2022-07-06
1578,Green,Steven,hmiller@example.com,35,M,391166900175,Transport,60266,CTX,CR,2019-11-04,2023-05-22,2023-09-24,343957,CUST1578,Jonathan Stein,1096,TRE,Versement,REF1578,1.78,7,2022-07-01
1579,Martinez,Douglas,randall62@example.org,61,M,532971638269,Autre activité,71124,CTX,CCT,2022-07-13,2023-08-30,2023-05-15,225506,CUST1579,Leonard Vargas,4434,Société,Versement,REF1579,3.73,7,2022-04-11
1580,Norris,Nathaniel,ynichols@example.com,61,F,341034043419,Tourisme,90259,CTX,CCT,2020-07-16,2022-11-07,2022-12-08,274168,CUST1580,Barbara Phillips,2924,Société,Virement,REF1580,1.87,6,2022-02-12
1581,Snyder,Kristin,allenjordan@example.com,34,F,576403710208,Tourisme,83696,CTX,CR,2022-12-27,2022-12-15,2023-01-14,270385,CUST1581,Erica Gordon,4413,Société,Virement,REF1581,4.92,10,2023-08-25
1582,Marquez,Lisa,mathewcosta@example.com,51,F,66194007147,Tourisme,26171,Arrangement C.,CCT,2020-09-14,2023-09-22,2022-10-27,994768,CUST1582,Christopher Johnston,3974,Personnel,Versement,REF1582,1.71,1,2022-09-23
1583,Diaz,Rita,christine14@example.net,43,F,453361447138,Autre activité,65960,Arrangement C.,CCT,2023-09-19,2023-03-16,2023-01-02,450142,CUST1583,Caitlin Garner,4503,Personnel,Virement,REF1583,1.33,2,2022-01-29
1584,Riddle,Jason,howard03@example.net,51,M,924694216611,Santé,67759,CTX,CCT,2019-03-31,2023-07-19,2023-06-07,174670,CUST1584,Kathleen Solis,210,TRE,Versement,REF1584,1.03,4,2023-08-18
1585,Robinson,Michelle,michael93@example.org,59,F,63556410288,Agriculture,33883,CTX,CR,2022-08-03,2023-09-29,2023-06-16,934044,CUST1585,John Reynolds,4256,TRE,Virement,REF1585,4.35,4,2022-07-12
1586,Thomas,James,wreyes@example.com,42,M,993340581747,Travaux Publics,48485,CTX,CR,2021-09-28,2023-03-12,2023-08-03,629427,CUST1586,Alyssa Robles,2254,Personnel,Virement,REF1586,2.58,8,2023-04-05
1587,Curtis,Jared,jessica77@example.org,41,M,244453096195,Agriculture,73452,CTX,CR,2022-09-17,2023-02-28,2023-01-26,953707,CUST1587,Oscar Rios,2647,Société,Retrait,REF1587,3.3,4,2022-04-07
1588,Johnson,Ashley,vclark@example.net,33,F,186326360192,Travaux Publics,45023,CTX,CCT,2022-02-01,2022-11-05,2023-03-11,845533,CUST1588,Jasmine Nunez,4702,TRE,Versement,REF1588,3.43,3,2023-01-25
1589,Kim,Erin,tdixon@example.com,39,F,225745267217,Transport,1315,CTX,CCT,2021-09-06,2023-04-22,2022-11-29,87024,CUST1589,Alexander Rojas,1200,Personnel,Virement,REF1589,2.57,1,2022-07-18
1590,Taylor,Alexandra,tsingleton@example.com,31,M,230449799952,Transport,22776,Arrangement C.,CCT,2022-02-13,2023-09-23,2023-06-19,65192,CUST1590,Tyler Nichols,1666,Personnel,Versement,REF1590,4.23,1,2022-08-08
1591,Thompson,Erica,grahamnancy@example.net,60,F,634730105819,Commerce et Dist.,69945,CTX,CCT,2020-12-09,2023-04-18,2022-12-27,644542,CUST1591,Christopher Ford,994,TRE,Retrait,REF1591,4.09,1,2022-09-30
1592,Jones,Robin,murphychristy@example.net,48,F,22084165954,Santé,57187,CTX,CR,2018-11-28,2022-11-07,2023-03-15,552228,CUST1592,Michael Wilson,4566,Personnel,Retrait,REF1592,2.83,4,2021-10-19
1593,Rodriguez,Parker,dleon@example.com,53,M,339003936645,Transport,21822,CTX,CCT,2019-03-09,2023-06-18,2023-01-16,344261,CUST1593,Nathaniel Duke,677,Société,Retrait,REF1593,1.61,4,2022-01-28
1594,Randall,Sandy,sethsmith@example.com,66,F,430625984693,Commerce et Dist.,37931,Arrangement C.,CCT,2020-09-25,2023-01-19,2023-09-12,885797,CUST1594,Erik Gonzales,4047,TRE,Retrait,REF1594,3.12,10,2022-01-15
1595,Jimenez,Kristie,ggray@example.com,70,F,83371333918,Santé,71561,Arrangement C.,CCT,2021-03-21,2023-01-15,2023-02-20,27081,CUST1595,Stacie Brown,4682,Personnel,Versement,REF1595,1.18,3,2023-01-02
1596,Leach,Jane,justinnelson@example.net,45,F,958720002617,Travaux Publics,69636,CTX,CCT,2019-04-15,2022-10-11,2022-11-17,245718,CUST1596,Scott Boone,2037,Société,Versement,REF1596,1.38,2,2023-09-01
1597,Coleman,Mary,wendy64@example.com,43,F,26193812173,Agriculture,70903,Arrangement C.,CCT,2021-08-02,2023-04-09,2022-11-27,270781,CUST1597,James Boyd,4399,TRE,Retrait,REF1597,2.4,6,2023-02-02
1598,Fowler,Nicole,nfletcher@example.net,58,F,431643073450,Tourisme,50657,Arrangement C.,CR,2021-06-23,2022-10-31,2023-09-10,812587,CUST1598,Linda Fletcher,2943,Personnel,Retrait,REF1598,4.26,5,2023-09-09
1599,Reyes,Melanie,edward03@example.net,69,F,892046290831,Tourisme,57363,CTX,CR,2021-08-07,2023-09-26,2022-10-30,368047,CUST1599,Dr. Dillon Hall,1463,TRE,Retrait,REF1599,4.56,8,2023-02-07
1600,Forbes,John,morrisoncourtney@example.net,56,M,857940983016,Transport,37398,Arrangement C.,CCT,2020-08-24,2022-12-21,2022-10-30,831627,CUST1600,Dustin Williams,2904,Personnel,Virement,REF1600,2.43,2,2023-06-11
1601,Herrera,Jesse,amandathompson@example.net,35,M,14514810945,Tourisme,34524,Arrangement C.,CCT,2022-06-15,2023-04-19,2023-08-08,176867,CUST1601,Eric Blevins,4409,Société,Retrait,REF1601,4.87,10,2022-12-09
1602,Stewart,Chelsea,hortonmichael@example.com,38,F,168765155490,Autre activité,21635,CTX,CR,2022-05-05,2023-06-13,2023-06-10,621768,CUST1602,Dr. Amy Powell,914,Société,Versement,REF1602,3.62,8,2023-05-20
1603,Colon,Micheal,muellerdaniel@example.net,37,M,37079204504,Travaux Publics,35153,Arrangement C.,CR,2022-09-28,2023-09-16,2022-12-12,552532,CUST1603,Ronald Smith,431,TRE,Virement,REF1603,1.67,9,2022-10-02
1604,Jordan,Melinda,donaldsondavid@example.com,66,M,569962771027,Agriculture,9697,Arrangement C.,CCT,2022-04-23,2022-12-23,2023-01-02,511514,CUST1604,Philip Bell,2859,TRE,Retrait,REF1604,4.92,10,2023-06-12
1605,Yang,Maureen,larsonlauren@example.com,60,F,14256022478,Travaux Publics,97388,CTX,CCT,2022-07-06,2023-05-25,2023-03-28,832690,CUST1605,Adam Chambers,572,Personnel,Versement,REF1605,2.52,9,2022-12-11
1606,Peters,William,shelbywashington@example.net,62,M,990143671404,Travaux Publics,61417,CTX,CR,2021-11-22,2023-04-10,2023-05-23,498556,CUST1606,Kayla Owen,753,Société,Versement,REF1606,2.47,7,2022-02-28
1607,Patel,Chase,zimmermangrace@example.net,42,F,347899360670,Commerce et Dist.,60978,Arrangement C.,CCT,2022-12-29,2022-12-03,2022-11-22,47872,CUST1607,Douglas Davidson,2243,Personnel,Virement,REF1607,2.87,9,2023-02-11
1608,Morris,Linda,cohenparker@example.org,33,F,780698925087,Autre activité,15888,CTX,CCT,2021-08-14,2023-10-01,2023-05-15,702416,CUST1608,James Johnson,2102,TRE,Virement,REF1608,2.37,10,2022-11-26
1609,Curry,Timothy,woodardpeter@example.com,50,M,472573944968,Travaux Publics,49354,Arrangement C.,CCT,2023-03-24,2023-03-22,2023-04-03,348761,CUST1609,Anthony Moore,2175,Société,Versement,REF1609,3.67,3,2022-01-22
1610,Simpson,Terri,floreskathy@example.org,56,F,436958719802,Tourisme,37337,Arrangement C.,CCT,2019-08-09,2022-10-23,2023-10-08,894393,CUST1610,James Mckinney,4848,Société,Versement,REF1610,1.72,6,2021-11-04
1611,Meza,Sonya,michaelwilson@example.org,52,M,755206842989,Santé,12382,CTX,CCT,2021-05-26,2023-08-01,2023-09-04,550363,CUST1611,Sara Stewart,4251,Société,Virement,REF1611,2.13,9,2021-11-20
1612,Li,Joseph,sanderson@example.com,46,M,294952161626,Travaux Publics,92665,CTX,CR,2021-07-20,2023-04-12,2022-11-25,517156,CUST1612,Rachel Morris,3191,TRE,Versement,REF1612,4.1,10,2022-12-06
1613,Thompson,Lisa,timothy76@example.net,42,M,433944726496,Transport,17341,Arrangement C.,CCT,2022-06-16,2023-08-14,2023-10-03,126285,CUST1613,Louis Cooper,848,Personnel,Versement,REF1613,4.8,2,2023-07-01
1614,Smith,Phillip,garylawson@example.net,35,M,480175375353,Autre activité,83462,Arrangement C.,CR,2023-04-21,2022-10-24,2023-07-03,687359,CUST1614,Wayne Jimenez,2817,Société,Virement,REF1614,2.31,5,2022-01-06
1615,Liu,Ashley,lmack@example.net,22,M,624810694881,Transport,72879,Arrangement C.,CR,2019-07-05,2023-02-06,2023-09-28,410585,CUST1615,Dylan Gordon,3169,TRE,Retrait,REF1615,1.82,5,2022-04-06
1616,Palmer,Christopher,matthew53@example.org,33,F,986267659682,Tourisme,26597,CTX,CR,2022-08-10,2023-07-03,2023-07-08,904442,CUST1616,Anthony Harrison,279,Société,Virement,REF1616,3.94,6,2023-04-09
1617,Welch,Brian,gclark@example.net,56,F,15218059067,Agriculture,53786,CTX,CR,2023-02-26,2022-11-17,2022-12-11,74700,CUST1617,Frances Taylor,4174,Société,Retrait,REF1617,1.3,2,2022-05-17
1618,Yu,Rodney,acarrillo@example.com,21,F,620642196984,Autre activité,273,Arrangement C.,CR,2020-02-11,2023-09-04,2023-03-24,828788,CUST1618,Beth Martin,2137,TRE,Virement,REF1618,3.36,5,2021-11-20
1619,Camacho,Cindy,williamslori@example.org,42,F,348130531919,Transport,49521,Arrangement C.,CCT,2020-02-01,2023-01-28,2023-06-09,186630,CUST1619,Thomas Warner,809,Personnel,Virement,REF1619,4.03,4,2022-03-13
1620,Russell,Melissa,oscar09@example.com,58,F,671776174547,Commerce et Dist.,90427,Arrangement C.,CR,2020-11-03,2022-11-03,2023-03-17,891209,CUST1620,Crystal Thomas,4454,TRE,Retrait,REF1620,2.86,10,2022-08-10
1621,Taylor,Debra,fwoodward@example.com,70,F,503562616727,Agriculture,83539,Arrangement C.,CCT,2023-04-30,2023-08-15,2023-01-25,344461,CUST1621,Cassandra Clarke,4420,TRE,Versement,REF1621,1.25,3,2022-12-24
1622,Marquez,Veronica,sandra66@example.com,62,M,62342093116,Travaux Publics,46535,Arrangement C.,CR,2022-09-22,2023-08-17,2023-08-04,914684,CUST1622,Jerome Palmer,787,Personnel,Versement,REF1622,1.04,6,2023-02-22
1623,Tate,Kimberly,bethjones@example.com,47,M,130561115521,Transport,35015,Arrangement C.,CCT,2018-12-27,2023-06-10,2023-07-12,933831,CUST1623,Sarah Barrera,3226,Personnel,Retrait,REF1623,2.12,5,2023-03-14
1624,Jordan,Travis,qkramer@example.net,66,F,643905853887,Autre activité,51915,CTX,CR,2019-03-10,2023-07-23,2023-06-06,603672,CUST1624,Kenneth Young,2696,Société,Retrait,REF1624,1.29,10,2022-05-24
1625,Price,Ann,simpsoncaitlin@example.net,54,F,591650617521,Transport,73069,Arrangement C.,CCT,2022-01-04,2023-04-03,2023-07-27,468004,CUST1625,Christine Jones,302,Personnel,Versement,REF1625,5.0,2,2023-04-22
1626,Mcfarland,Luis,danielsariana@example.com,63,F,66701627028,Tourisme,79533,Arrangement C.,CCT,2021-12-10,2022-12-06,2023-07-22,286307,CUST1626,Daniel Wallace,2166,Personnel,Virement,REF1626,2.51,6,2022-07-27
1627,Bailey,Stephen,wangjohn@example.net,30,F,559613277892,Travaux Publics,87042,CTX,CR,2022-12-17,2023-02-14,2023-03-31,653033,CUST1627,Jonathan Maldonado,883,Personnel,Virement,REF1627,3.09,8,2023-06-24
1628,Jacobs,Denise,clifforddominguez@example.org,33,F,573411440938,Tourisme,79757,Arrangement C.,CCT,2019-09-03,2023-09-27,2022-10-29,193235,CUST1628,Veronica Martinez,1000,TRE,Versement,REF1628,3.26,7,2023-03-23
1629,Burns,Michael,uhernandez@example.net,26,F,399122621980,Santé,99587,Arrangement C.,CCT,2020-05-26,2023-09-16,2022-12-12,457349,CUST1629,Dawn Graham,4534,Société,Versement,REF1629,3.74,5,2021-12-05
1630,White,Andrew,mirandanicholas@example.org,23,M,38244389053,Travaux Publics,29323,Arrangement C.,CR,2020-08-16,2023-10-10,2023-06-16,670296,CUST1630,Samantha Johnson,4525,Personnel,Versement,REF1630,3.18,6,2022-04-18
1631,Dorsey,Maria,jonathan05@example.net,59,M,132910821107,Tourisme,91429,CTX,CR,2021-03-31,2023-10-06,2023-05-07,240178,CUST1631,Christopher Miranda,607,Société,Retrait,REF1631,3.39,4,2022-02-07
1632,Olsen,Barbara,monicabeck@example.org,44,M,783929371212,Travaux Publics,51217,CTX,CCT,2023-07-07,2023-03-04,2023-08-25,941056,CUST1632,James Moon,2390,Société,Retrait,REF1632,1.76,7,2022-07-23
1633,Sheppard,Russell,ryan02@example.net,68,F,169168207419,Commerce et Dist.,93079,CTX,CR,2020-08-23,2023-06-16,2023-09-19,687888,CUST1633,Kyle Perez,665,TRE,Versement,REF1633,2.39,6,2021-12-25
1634,Knapp,Jeffery,jaredellis@example.net,55,F,676141540911,Transport,56707,CTX,CCT,2020-04-03,2023-07-17,2022-11-03,71027,CUST1634,Nicholas Smith II,3248,Personnel,Versement,REF1634,4.15,2,2023-05-19
1635,Cortez,Valerie,veronicachan@example.org,35,M,320200642474,Travaux Publics,84187,Arrangement C.,CCT,2019-07-02,2023-06-20,2023-02-22,587191,CUST1635,Steven Escobar,1435,Personnel,Versement,REF1635,3.0,10,2022-06-24
1636,Powell,Madeline,summer09@example.org,20,F,167006327780,Autre activité,96935,CTX,CR,2019-05-02,2023-08-25,2023-03-06,507950,CUST1636,Rachel Johnson,3118,Personnel,Virement,REF1636,3.89,4,2022-01-27
1637,Stanley,Sergio,wmorales@example.org,19,M,3579713344,Travaux Publics,99579,Arrangement C.,CCT,2022-02-26,2023-09-26,2023-05-06,957633,CUST1637,John Jennings,3697,Société,Virement,REF1637,3.43,8,2021-11-21
1638,Norton,Jeanette,james94@example.net,18,M,273198780676,Autre activité,17132,CTX,CCT,2020-09-16,2023-04-29,2023-02-21,119640,CUST1638,Joseph Sherman,1802,Société,Versement,REF1638,3.2,6,2023-01-23
1639,Martinez,Jeremy,wprince@example.com,31,F,179096892366,Tourisme,80975,CTX,CCT,2021-08-12,2023-01-27,2023-01-28,625525,CUST1639,Gabriel Paul,2489,Personnel,Retrait,REF1639,4.12,2,2021-10-24
1640,Martinez,Nathaniel,ianlowe@example.org,24,M,284762004415,Commerce et Dist.,4904,CTX,CCT,2021-09-05,2023-05-08,2022-11-28,843945,CUST1640,James Mcmahon,3924,Personnel,Versement,REF1640,4.69,6,2022-06-08
1641,Davis,Patrick,lopezgeorge@example.net,49,M,645020554107,Commerce et Dist.,96730,Arrangement C.,CCT,2023-04-27,2022-10-15,2022-12-07,93380,CUST1641,Michelle Phillips,4581,Société,Versement,REF1641,2.66,3,2023-02-06
1642,Brown,Jamie,michelle03@example.com,36,F,154783340221,Autre activité,23050,CTX,CCT,2020-08-04,2023-09-13,2022-12-07,219599,CUST1642,Jordan Foster,450,Société,Retrait,REF1642,3.68,2,2022-10-25
1643,Washington,Lisa,ashleyblackwell@example.org,23,F,319281092427,Commerce et Dist.,63541,CTX,CCT,2021-09-08,2023-05-02,2023-02-13,520530,CUST1643,Dana Robinson,188,Société,Virement,REF1643,1.06,6,2022-01-02
1644,Vazquez,Gabriel,lopezmichael@example.net,70,F,984058107220,Santé,52524,Arrangement C.,CCT,2020-09-28,2023-04-15,2022-11-18,614101,CUST1644,Donald English,1442,Société,Versement,REF1644,2.64,1,2023-05-11
1645,Huynh,Brian,robertali@example.net,36,M,174577154312,Commerce et Dist.,29993,Arrangement C.,CR,2021-04-30,2023-02-07,2023-04-03,534999,CUST1645,Michael Johnson,731,TRE,Virement,REF1645,2.62,7,2022-02-11
1646,Walker,Rachel,parkernicholas@example.org,57,F,632421600685,Tourisme,7887,Arrangement C.,CCT,2022-04-22,2023-08-04,2023-08-28,418424,CUST1646,Kathy Ball,2625,Société,Versement,REF1646,4.14,5,2022-11-21
1647,Lara,Lauren,ifuentes@example.net,61,M,493217582536,Tourisme,42404,Arrangement C.,CR,2020-07-19,2023-06-20,2023-05-30,602025,CUST1647,Monica Moore,1783,Personnel,Retrait,REF1647,4.04,4,2023-09-17
1648,Parker,Steven,ryan00@example.net,62,F,985883405438,Transport,77335,Arrangement C.,CR,2020-07-08,2023-05-18,2023-04-28,623392,CUST1648,Julia Marshall,853,TRE,Versement,REF1648,2.78,7,2022-08-07
1649,Olsen,Matthew,hunterkelly@example.com,26,F,743355043621,Autre activité,20474,Arrangement C.,CCT,2023-05-23,2022-12-10,2023-04-06,913130,CUST1649,Mr. Harold Johnson,1117,Personnel,Virement,REF1649,1.25,5,2023-09-22
1650,Nguyen,Christopher,destiny87@example.net,35,M,823867467077,Autre activité,45678,Arrangement C.,CCT,2021-02-18,2023-06-26,2023-06-07,996810,CUST1650,Eric Tate,2497,Société,Retrait,REF1650,1.13,9,2023-10-09
1651,Pierce,Gregory,andrea60@example.org,63,F,7588051479,Tourisme,64512,CTX,CCT,2021-11-08,2023-09-24,2022-11-17,222072,CUST1651,Veronica Huff,3326,TRE,Virement,REF1651,3.28,6,2022-12-17
1652,Long,Robert,roselisa@example.com,54,M,782967804358,Commerce et Dist.,95505,CTX,CR,2023-02-12,2022-10-12,2022-12-27,117558,CUST1652,Megan Velez,1662,Personnel,Versement,REF1652,2.25,9,2022-09-30
1653,Juarez,Martha,barronrichard@example.com,22,M,948333719442,Tourisme,81595,Arrangement C.,CCT,2021-12-05,2023-09-15,2022-11-22,11728,CUST1653,Lauren Hernandez,701,Personnel,Versement,REF1653,3.25,1,2022-06-30
1654,Kane,Renee,tamara47@example.org,68,F,419289690248,Transport,41331,CTX,CCT,2021-10-13,2022-12-05,2023-05-09,985367,CUST1654,John Banks,3069,Société,Retrait,REF1654,3.65,5,2022-12-22
1655,Benjamin,Timothy,morrisbrandon@example.com,35,F,335429507554,Santé,96991,Arrangement C.,CR,2021-08-25,2023-03-03,2022-11-27,528871,CUST1655,Amanda Logan,129,Personnel,Retrait,REF1655,1.9,4,2021-10-27
1656,Rice,Juan,whernandez@example.net,35,F,35815935686,Tourisme,93965,Arrangement C.,CR,2022-11-08,2023-02-02,2023-08-17,75182,CUST1656,Joel Dean,4820,Société,Retrait,REF1656,4.46,6,2022-03-08
1657,Moore,Laura,dvasquez@example.org,30,M,196387221494,Agriculture,70447,Arrangement C.,CCT,2019-11-09,2022-10-26,2023-09-18,320740,CUST1657,Tracy Callahan,2178,TRE,Retrait,REF1657,4.16,5,2023-06-19
1658,Wade,Jesse,lhayes@example.com,68,F,902223099226,Autre activité,19462,Arrangement C.,CCT,2020-06-19,2023-05-24,2023-09-24,528145,CUST1658,Angela Mcdonald,2045,Société,Virement,REF1658,1.34,5,2021-10-16
1659,Sanchez,Wendy,wheelererica@example.com,24,M,669596739805,Tourisme,92610,CTX,CCT,2023-04-06,2023-09-27,2023-01-12,687468,CUST1659,Victoria Clayton,3208,Personnel,Versement,REF1659,1.38,4,2023-02-17
1660,Rocha,Amy,ianderson@example.net,18,M,517395603127,Autre activité,31037,Arrangement C.,CR,2021-04-15,2022-11-06,2022-12-23,230406,CUST1660,Cassandra Cox,1266,Société,Versement,REF1660,4.48,2,2022-01-27
1661,Morrison,Elizabeth,colemanemily@example.com,54,F,720877020663,Commerce et Dist.,10672,Arrangement C.,CR,2019-05-20,2022-11-21,2022-11-03,80893,CUST1661,Michael Cole,4567,TRE,Retrait,REF1661,4.41,6,2022-05-18
